neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
Manhattan,Hell's Kitchen,40.76914,-73.98757,Private room,2,61,3.02,4,95,125
Manhattan,Inwood,40.8604,-73.92716,Entire home/apt,3,4,0.18,1,0,85
Brooklyn,East Flatbush,40.6534,-73.9439,Private room,1,24,1.12,2,0,50
Manhattan,Upper West Side,40.80023,-73.96678,Private room,1,7,0.16,2,188,85
Brooklyn,Bushwick,40.70328,-73.91429,Private room,2,2,0.1,1,0,50
Brooklyn,Bushwick,40.69869,-73.9124,Entire home/apt,3,3,0.42,1,26,82
Manhattan,Kips Bay,40.74173,-73.97906,Entire home/apt,3,116,1.95,1,261,120
Manhattan,East Village,40.72845,-73.98598,Entire home/apt,4,26,1.34,1,0,200
Manhattan,Lower East Side,40.71922,-73.98514,Private room,1,3,0.89,2,11,120
Manhattan,Inwood,40.86794,-73.92792,Entire home/apt,15,0,,1,0,100
Manhattan,East Village,40.72919,-73.97894,Entire home/apt,2,1,0.03,1,0,150
Brooklyn,Crown Heights,40.6786,-73.9621,Private room,1,1,0.02,1,0,45
Manhattan,Harlem,40.81216,-73.95036,Private room,1,1,1.0,1,59,150
Brooklyn,Bedford-Stuyvesant,40.68906,-73.93751,Entire home/apt,2,149,4.08,1,142,67
Brooklyn,Greenpoint,40.72403,-73.94306,Private room,7,11,0.24,1,0,60
Brooklyn,Bushwick,40.68608,-73.914,Entire home/apt,30,1,0.07,26,31,121
Brooklyn,Williamsburg,40.7197,-73.95519,Entire home/apt,4,0,,1,0,100
Brooklyn,Bedford-Stuyvesant,40.68659,-73.91883,Private room,4,0,,1,179,150
Manhattan,Harlem,40.82337,-73.94529,Entire home/apt,5,22,0.44,1,362,155
Brooklyn,Williamsburg,40.70849,-73.96603,Private room,1,46,1.69,2,192,83
Manhattan,Upper East Side,40.78007,-73.94803,Entire home/apt,3,30,1.08,1,4,125
Queens,Long Island City,40.75376,-73.94101,Private room,3,16,2.42,2,3,55
Manhattan,Harlem,40.82786,-73.94845,Private room,2,11,4.18,2,64,50
Queens,Sunnyside,40.74356,-73.91685,Entire home/apt,30,3,0.09,2,357,95
Manhattan,East Village,40.72428,-73.97957,Entire home/apt,4,1,0.05,1,0,500
Manhattan,Kips Bay,40.74214,-73.98048,Private room,7,1,0.15,1,332,117
Staten Island,Grant City,40.57856,-74.1107,Entire home/apt,3,11,1.05,3,333,72
Manhattan,Washington Heights,40.85879,-73.93128,Private room,15,36,0.33,1,307,85
Manhattan,Upper East Side,40.76451,-73.96744,Entire home/apt,1,37,3.04,7,352,249
Brooklyn,Bushwick,40.68823,-73.90825,Private room,1,49,1.86,3,105,53
Manhattan,Lower East Side,40.72146,-73.98838,Entire home/apt,1,2,0.08,1,0,125
Manhattan,Financial District,40.70741,-74.00656,Entire home/apt,29,0,,96,322,227
Manhattan,Nolita,40.72106,-73.99501,Private room,30,0,,5,137,67
Brooklyn,Williamsburg,40.71178,-73.94257,Entire home/apt,7,2,0.79,1,263,163
Manhattan,Upper East Side,40.77378,-73.95684,Entire home/apt,1,3,0.07,1,0,200
Manhattan,Chelsea,40.7393,-73.99609,Entire home/apt,1,0,,1,0,215
Manhattan,Harlem,40.80036,-73.95598,Entire home/apt,4,2,0.91,1,4,299
Manhattan,Upper East Side,40.77189,-73.9554,Private room,9,12,0.32,3,160,122
Manhattan,Upper East Side,40.76193,-73.95895,Entire home/apt,5,9,4.66,1,164,199
Manhattan,Chelsea,40.7503,-74.00473,Private room,1,53,1.92,1,33,57
Manhattan,Chinatown,40.71782,-73.99422,Private room,4,9,0.63,1,89,87
Manhattan,Chelsea,40.74197,-73.99703,Entire home/apt,5,13,5.0,2,14,120
Manhattan,Morningside Heights,40.81052,-73.95973,Private room,6,1,0.25,1,252,175
Brooklyn,Bushwick,40.705,-73.91933,Private room,14,0,,1,0,27
Brooklyn,Williamsburg,40.70779,-73.96254,Entire home/apt,2,2,2.0,1,288,161
Brooklyn,Williamsburg,40.71143,-73.94159,Private room,2,98,1.07,2,264,75
Queens,Springfield Gardens,40.66104,-73.76251,Private room,1,1,1.0,1,89,70
Brooklyn,East Flatbush,40.64934,-73.94508,Entire home/apt,5,0,,2,8,250
Manhattan,Harlem,40.81464,-73.95351,Private room,30,2,0.19,1,183,60
Brooklyn,Bedford-Stuyvesant,40.68291,-73.94613,Entire home/apt,3,44,0.71,5,363,155
Manhattan,Harlem,40.82862,-73.93832,Entire home/apt,2,23,2.24,2,16,85
Manhattan,Midtown,40.76697,-73.98176,Entire home/apt,30,0,,4,339,105
Manhattan,East Village,40.72726,-73.97934,Entire home/apt,4,3,0.47,1,0,300
Manhattan,East Harlem,40.79368,-73.94132,Private room,3,0,,1,0,100
Brooklyn,Flatbush,40.63149,-73.95704,Private room,2,7,0.51,1,155,60
Manhattan,Harlem,40.82198,-73.95418,Private room,5,7,0.16,6,24,42
Manhattan,Harlem,40.82272,-73.95478,Private room,2,0,,1,0,70
Queens,Flushing,40.74923,-73.80568,Entire home/apt,1,22,0.8,6,265,229
Brooklyn,Greenpoint,40.73057,-73.95023,Private room,2,8,0.17,1,0,70
Manhattan,Chelsea,40.74501,-73.99725,Entire home/apt,3,10,0.33,1,0,109
Brooklyn,Williamsburg,40.70731,-73.94344,Private room,7,5,0.14,1,3,60
Brooklyn,Bushwick,40.70014,-73.9215,Private room,5,48,2.08,1,341,40
Brooklyn,Williamsburg,40.71534,-73.96633,Entire home/apt,2,132,3.14,1,257,370
Brooklyn,Bedford-Stuyvesant,40.68296,-73.91255,Private room,15,1,0.52,5,343,36
Manhattan,Midtown,40.7584,-73.97075,Entire home/apt,2,7,4.57,1,257,245
Manhattan,Hell's Kitchen,40.76606,-73.99077,Private room,1,155,5.74,3,179,99
Manhattan,Financial District,40.70569,-74.00974,Entire home/apt,30,0,,6,317,175
Manhattan,Upper West Side,40.77483,-73.98973,Entire home/apt,30,1,0.11,25,0,200
Queens,Long Island City,40.74827,-73.94006,Private room,2,14,4.57,1,112,110
Brooklyn,Crown Heights,40.67719,-73.95471,Entire home/apt,4,15,0.83,1,13,110
Queens,Astoria,40.76685,-73.91762,Private room,2,62,1.37,3,67,69
Queens,Woodside,40.75398,-73.90083,Private room,10,1,0.14,1,0,40
Manhattan,Harlem,40.83342,-73.94949,Private room,1,6,0.16,1,0,40
Manhattan,Kips Bay,40.74,-73.97936,Entire home/apt,30,9,0.3,91,342,142
Brooklyn,Canarsie,40.63535,-73.89493,Private room,1,7,1.08,2,126,55
Manhattan,Upper West Side,40.79415,-73.97323,Private room,5,3,0.08,1,66,90
Manhattan,East Harlem,40.79846,-73.94239,Private room,1,63,3.74,1,12,89
Manhattan,Theater District,40.76324,-73.98459,Entire home/apt,10,1,0.03,1,0,250
Brooklyn,Williamsburg,40.71586,-73.95395,Private room,2,9,0.31,3,0,50
Brooklyn,Greenpoint,40.72113,-73.95279,Entire home/apt,8,1,0.1,1,0,98
Manhattan,Harlem,40.82205,-73.95335,Private room,2,18,0.69,1,55,80
Brooklyn,Windsor Terrace,40.64865,-73.97947,Entire home/apt,2,186,3.55,2,230,195
Manhattan,East Village,40.72123,-73.97884,Entire home/apt,3,0,,1,361,450
Manhattan,Lower East Side,40.71909,-73.98473,Private room,1,41,1.07,3,274,150
Manhattan,Washington Heights,40.85487,-73.92759,Private room,2,26,8.48,1,280,32
Manhattan,Hell's Kitchen,40.7668,-73.98428,Entire home/apt,3,0,,1,0,160
Manhattan,Hell's Kitchen,40.76605,-73.99193,Entire home/apt,2,0,,1,304,700
Bronx,Fordham,40.85912,-73.89254,Private room,3,0,,2,0,59
Brooklyn,Bedford-Stuyvesant,40.68915,-73.95245,Entire home/apt,5,77,2.44,1,112,365
Bronx,Port Morris,40.80626,-73.92815,Entire home/apt,4,0,,1,290,117
Queens,Elmhurst,40.74717,-73.87645,Entire home/apt,6,1,0.18,1,0,75
Manhattan,Murray Hill,40.74613,-73.97528,Entire home/apt,3,4,1.52,1,270,175
Manhattan,Hell's Kitchen,40.76183,-73.9916,Entire home/apt,2,3,3.0,1,212,250
Manhattan,Chelsea,40.74505,-74.00298,Entire home/apt,2,0,,1,9,225
Brooklyn,Greenpoint,40.73677,-73.95418,Entire home/apt,90,1,0.04,1,35,109
Manhattan,East Village,40.72239,-73.9821,Private room,3,23,2.09,1,9,80
Brooklyn,Williamsburg,40.71772,-73.95059,Private room,999,24,1.12,6,249,79
Brooklyn,Kensington,40.6458,-73.97097,Entire home/apt,5,11,0.15,1,34,250
Manhattan,East Harlem,40.79242,-73.94178,Private room,4,23,1.2,1,80,70
Brooklyn,Williamsburg,40.71168,-73.96338,Entire home/apt,3,2,0.09,1,0,99
Manhattan,Chinatown,40.71848,-73.99549,Private room,3,153,2.9,1,238,80
Brooklyn,Sunset Park,40.65766,-73.99919,Entire home/apt,3,73,2.39,1,131,95
Manhattan,East Village,40.72754,-73.98329,Entire home/apt,2,23,0.73,1,27,190
Queens,Queens Village,40.70842,-73.73843,Entire home/apt,1,0,,3,0,175
Manhattan,Kips Bay,40.7419,-73.9816,Entire home/apt,30,2,0.04,52,342,100
Queens,Sunnyside,40.739,-73.92796,Shared room,3,0,,12,360,30
Brooklyn,Bushwick,40.69987,-73.91404,Private room,1,0,,1,341,100
Manhattan,Midtown,40.76114,-73.97596,Entire home/apt,30,1,0.15,4,151,350
Queens,Elmhurst,40.73641,-73.87863,Private room,1,2,0.16,1,0,85
Manhattan,Upper West Side,40.77029,-73.98761,Private room,3,5,2.08,2,158,110
Brooklyn,Williamsburg,40.71531,-73.94693,Private room,2,3,0.09,1,0,85
Brooklyn,Bedford-Stuyvesant,40.68499,-73.93918,Entire home/apt,7,14,0.31,1,13,103
Queens,Sunnyside,40.74425,-73.91768,Private room,1,74,5.15,1,0,50
Brooklyn,Bushwick,40.69754,-73.91465,Private room,4,1,0.38,1,0,65
Queens,Ditmars Steinway,40.77387,-73.91778,Entire home/apt,4,2,0.04,1,0,70
Brooklyn,Williamsburg,40.71376,-73.94239,Private room,21,62,1.22,2,96,100
Queens,Long Island City,40.75363,-73.93463,Private room,3,1,0.02,1,0,80
Queens,Richmond Hill,40.69416,-73.84698,Private room,2,25,1.13,2,152,47
Brooklyn,Bushwick,40.69796,-73.93563,Entire home/apt,5,1,0.09,1,5,80
Brooklyn,Williamsburg,40.71375,-73.94342,Private room,2,5,0.11,1,0,72
Brooklyn,Williamsburg,40.71018,-73.94988,Private room,1,0,,1,0,99
Manhattan,Upper East Side,40.77196,-73.95175,Entire home/apt,30,0,,232,157,255
Manhattan,Upper East Side,40.76832,-73.96118,Entire home/apt,1,4,0.08,1,0,200
Brooklyn,Williamsburg,40.71171,-73.95491,Private room,2,2,0.1,1,0,120
Manhattan,West Village,40.72965,-74.00397,Entire home/apt,5,44,0.75,1,180,385
Queens,Ridgewood,40.70383,-73.91171,Private room,2,2,0.29,1,0,60
Queens,South Ozone Park,40.67101,-73.78943,Entire home/apt,2,2,1.3,1,354,248
Brooklyn,Gowanus,40.68334,-73.9847,Private room,7,1,0.02,1,0,64
Manhattan,Midtown,40.76071,-73.96469,Entire home/apt,30,8,0.36,12,267,150
Manhattan,East Village,40.725,-73.98236,Entire home/apt,1,8,1.88,1,352,349
Brooklyn,Greenpoint,40.725,-73.94633,Private room,1,10,0.32,1,0,63
Brooklyn,Brooklyn Heights,40.69964,-73.99299,Entire home/apt,3,60,0.7,1,67,800
Manhattan,Morningside Heights,40.80485,-73.96534,Private room,60,0,,1,365,1200
Bronx,Riverdale,40.88523,-73.91231,Entire home/apt,30,0,,1,55,90
Manhattan,Upper West Side,40.77864,-73.98437,Entire home/apt,30,18,0.29,2,135,150
Brooklyn,Bushwick,40.69935,-73.93872,Private room,1,3,0.13,2,0,52
Brooklyn,Greenpoint,40.73259,-73.95611,Private room,3,1,1.0,1,65,100
Manhattan,Upper West Side,40.77938,-73.98721,Entire home/apt,4,42,1.44,1,9,85
Manhattan,Midtown,40.76031,-73.9739,Entire home/apt,1,9,0.71,6,365,750
Brooklyn,Bushwick,40.70098,-73.93959,Private room,30,25,0.53,1,197,45
Brooklyn,Crown Heights,40.67392,-73.94662,Entire home/apt,5,26,0.28,1,0,250
Brooklyn,Prospect-Lefferts Gardens,40.66334,-73.94651,Entire home/apt,4,17,0.78,1,110,130
Brooklyn,Crown Heights,40.66882,-73.95396,Private room,1,1,0.02,1,0,80
Brooklyn,Bedford-Stuyvesant,40.6845,-73.92454,Entire home/apt,2,1,1.0,1,22,150
Manhattan,Upper West Side,40.79866,-73.9681,Entire home/apt,4,11,0.23,3,0,460
Manhattan,Upper East Side,40.7777,-73.9535,Entire home/apt,3,32,0.88,1,84,135
Brooklyn,Williamsburg,40.70472,-73.93784,Shared room,1,236,4.63,2,56,38
Queens,Bayswater,40.59968,-73.76452,Private room,2,81,1.6,1,312,60
Queens,Woodside,40.74615,-73.89953,Private room,30,0,,37,0,33
Brooklyn,Crown Heights,40.67458,-73.94214,Private room,10,0,,1,0,40
Manhattan,Chelsea,40.74339,-73.99642,Entire home/apt,2,139,3.73,1,221,450
Brooklyn,Sunset Park,40.64759,-73.99812,Private room,2,1,0.03,1,0,38
Queens,College Point,40.77981,-73.84242,Entire home/apt,1,19,3.93,1,212,69
Brooklyn,Bedford-Stuyvesant,40.69227,-73.94159,Private room,28,6,0.32,1,197,40
Brooklyn,Williamsburg,40.71312,-73.9634,Entire home/apt,2,62,3.94,5,32,249
Manhattan,Upper East Side,40.78078,-73.95301,Entire home/apt,2,45,2.0,1,0,126
Brooklyn,Bedford-Stuyvesant,40.6899,-73.95498,Private room,1,76,2.77,4,358,89
Manhattan,Upper West Side,40.78975,-73.97154,Private room,3,78,2.93,1,246,250
Manhattan,Washington Heights,40.83368,-73.94314,Private room,4,0,,1,0,80
Manhattan,Midtown,40.75293,-73.97173,Private room,14,9,0.14,1,21,110
Brooklyn,Columbia St,40.6827,-74.00265,Entire home/apt,3,10,0.54,1,0,140
Queens,Arverne,40.58734,-73.79971,Entire home/apt,3,4,0.31,1,318,299
Queens,Ridgewood,40.69973,-73.90835,Entire home/apt,1,14,2.8,1,2,150
Manhattan,East Village,40.73161,-73.9896,Entire home/apt,3,54,1.24,1,0,166
Brooklyn,Williamsburg,40.7084,-73.92642,Private room,5,6,0.26,1,66,120
Manhattan,East Harlem,40.80093,-73.94322,Shared room,1,19,5.64,7,90,45
Manhattan,Upper East Side,40.7759,-73.94921,Entire home/apt,2,3,0.05,1,0,325
Brooklyn,Bedford-Stuyvesant,40.68804,-73.93013,Entire home/apt,1,14,0.82,2,307,150
Brooklyn,Bedford-Stuyvesant,40.68887,-73.95013,Entire home/apt,3,15,0.25,1,0,50
Manhattan,Chelsea,40.74111,-73.99594,Entire home/apt,3,2,0.08,1,0,150
Manhattan,Washington Heights,40.8455,-73.93987,Private room,1,1,0.79,2,0,52
Brooklyn,Crown Heights,40.66527,-73.95729,Private room,1,1,0.16,1,0,60
Manhattan,East Village,40.73199,-73.98956,Private room,7,0,,1,0,51
Brooklyn,Williamsburg,40.71336,-73.96172,Entire home/apt,2,20,0.58,1,7,172
Queens,Flushing,40.74896,-73.80715,Entire home/apt,2,74,1.46,6,256,369
Manhattan,Harlem,40.79891,-73.9528,Entire home/apt,2,42,3.04,1,115,105
Brooklyn,Bedford-Stuyvesant,40.68178,-73.91287,Private room,1,115,4.64,6,164,55
Brooklyn,Bushwick,40.70561,-73.92378,Private room,2,0,,2,0,80
Manhattan,Nolita,40.72411,-73.99563,Private room,2,1,0.02,1,0,80
Manhattan,Upper East Side,40.77983,-73.94798,Private room,1,5,0.13,1,0,125
Brooklyn,Bedford-Stuyvesant,40.68216,-73.93178,Entire home/apt,10,0,,2,0,165
Brooklyn,Bedford-Stuyvesant,40.68676,-73.93788,Private room,1,0,,2,144,50
Manhattan,Upper East Side,40.77608,-73.94665,Entire home/apt,2,15,3.06,1,57,180
Manhattan,Financial District,40.70642,-74.01045,Entire home/apt,2,10,2.11,327,323,431
Brooklyn,Bedford-Stuyvesant,40.68355,-73.95702,Entire home/apt,5,21,0.6,2,364,200
Manhattan,Midtown,40.76364,-73.97589,Entire home/apt,2,0,,1,253,249
Brooklyn,Williamsburg,40.70691,-73.95104,Entire home/apt,4,3,0.24,1,0,95
Brooklyn,Williamsburg,40.71706,-73.95988,Entire home/apt,1,3,3.0,1,43,375
Queens,Ditmars Steinway,40.77416,-73.90755,Entire home/apt,5,13,0.68,1,365,83
Manhattan,Washington Heights,40.83235,-73.94117,Entire home/apt,1,52,4.37,6,40,96
Manhattan,Midtown,40.75503,-73.97131,Private room,1,9,1.23,11,176,399
Bronx,University Heights,40.85711,-73.91594,Private room,2,135,2.13,4,70,44
Brooklyn,South Slope,40.66641,-73.99078,Private room,3,7,0.16,2,0,45
Manhattan,Lower East Side,40.7211,-73.99321,Entire home/apt,30,2,0.16,9,151,180
Brooklyn,Boerum Hill,40.68687,-73.98472,Entire home/apt,2,4,0.08,1,0,120
Brooklyn,Flatbush,40.63129,-73.96611,Entire home/apt,3,9,0.37,1,27,436
Manhattan,Midtown,40.74966,-73.98781,Entire home/apt,4,2,0.05,1,0,140
Queens,Astoria,40.77411,-73.92731,Private room,5,47,1.76,1,5,53
Manhattan,Chinatown,40.71602,-73.99293,Private room,1,1,0.04,1,0,180
Manhattan,East Village,40.72636,-73.98454,Entire home/apt,2,51,4.77,1,6,180
Manhattan,Hell's Kitchen,40.76192,-73.98817,Entire home/apt,2,150,4.06,1,1,115
Manhattan,East Village,40.72635,-73.98578,Private room,1,1,0.04,1,0,155
Brooklyn,Prospect-Lefferts Gardens,40.66037,-73.95901,Entire home/apt,2,7,0.15,1,0,68
Brooklyn,Flatlands,40.62908,-73.92265,Private room,1,38,3.93,1,365,40
Queens,Forest Hills,40.71825,-73.83502,Shared room,1,68,3.62,1,125,60
Brooklyn,Williamsburg,40.70896,-73.94754,Private room,1,6,0.42,2,365,157
Brooklyn,Bedford-Stuyvesant,40.68408,-73.93383,Entire home/apt,2,49,3.95,2,218,215
Manhattan,Chelsea,40.74438,-73.997,Entire home/apt,5,0,,1,60,250
Manhattan,Nolita,40.72218,-73.99539,Entire home/apt,1,62,4.64,8,3,89
Manhattan,Upper West Side,40.80165,-73.96497,Private room,1,0,,1,0,65
Brooklyn,Sunset Park,40.64689,-74.01401,Private room,1,31,3.1,3,361,55
Queens,Ditmars Steinway,40.77021,-73.90947,Private room,2,59,1.77,2,232,70
Manhattan,Midtown,40.74758,-73.98276,Entire home/apt,3,8,2.89,1,306,299
Manhattan,Hell's Kitchen,40.762,-73.99158,Entire home/apt,3,0,,1,218,399
Manhattan,Harlem,40.82071,-73.95359,Shared room,1,17,2.33,3,4,34
Manhattan,Harlem,40.82094,-73.95366,Private room,16,1,0.04,1,0,49
Brooklyn,Williamsburg,40.71358,-73.96421,Entire home/apt,7,4,0.18,1,0,160
Manhattan,Upper East Side,40.77834,-73.95193,Entire home/apt,30,0,,65,364,210
Queens,Ditmars Steinway,40.7747,-73.90115,Private room,2,0,,1,171,50
Brooklyn,Crown Heights,40.6773,-73.94465,Private room,2,1,0.6,3,84,99
Manhattan,Chelsea,40.75106,-73.99792,Entire home/apt,2,9,2.31,1,129,149
Brooklyn,Bedford-Stuyvesant,40.68569,-73.93729,Private room,1,21,1.48,2,260,95
Brooklyn,Bushwick,40.70178,-73.92829,Entire home/apt,4,1,0.02,1,0,98
Queens,Jackson Heights,40.75153,-73.88964,Private room,1,4,0.21,1,0,120
Manhattan,East Harlem,40.78617,-73.94421,Private room,30,2,0.04,9,312,60
Manhattan,Kips Bay,40.74125,-73.98125,Entire home/apt,3,5,4.41,1,64,294
Manhattan,Hell's Kitchen,40.76318,-73.99335,Entire home/apt,30,2,0.5,20,263,130
Brooklyn,Williamsburg,40.71045,-73.9677,Entire home/apt,2,193,1.78,1,177,150
Manhattan,East Village,40.72392,-73.98915,Entire home/apt,7,3,1.05,1,15,135
Brooklyn,Park Slope,40.67384,-73.97765,Private room,1,0,,1,0,100
Manhattan,Upper West Side,40.78471,-73.9716,Entire home/apt,1,86,8.72,1,22,199
Brooklyn,Midwood,40.61722,-73.96696,Entire home/apt,3,14,1.06,1,0,50
Brooklyn,Bedford-Stuyvesant,40.68242,-73.94774,Private room,2,280,5.51,2,249,65
Manhattan,Midtown,40.75287,-73.99066,Entire home/apt,2,0,,1,0,160
Brooklyn,Bedford-Stuyvesant,40.68937,-73.94992,Private room,30,13,1.45,4,357,65
Manhattan,East Village,40.72504,-73.97908,Private room,4,3,3.0,1,346,70
Manhattan,SoHo,40.72745,-74.0025,Entire home/apt,5,3,0.98,1,365,285
Brooklyn,Williamsburg,40.71524,-73.94299,Private room,1,17,0.55,1,354,45
Manhattan,Harlem,40.82645,-73.94457,Entire home/apt,3,23,1.18,1,166,125
Brooklyn,Brooklyn Heights,40.69293,-73.99113,Entire home/apt,2,25,0.74,1,30,188
Brooklyn,Williamsburg,40.70552,-73.93842,Private room,13,0,,1,0,55
Manhattan,Little Italy,40.71725,-73.99811,Entire home/apt,1,180,5.07,1,229,250
Manhattan,Midtown,40.75221,-73.97157,Entire home/apt,2,1,0.02,1,0,101
Manhattan,East Harlem,40.79523,-73.94231,Entire home/apt,3,24,1.94,1,337,200
Manhattan,Upper East Side,40.7644,-73.9693,Entire home/apt,2,148,3.26,1,216,275
Manhattan,Theater District,40.76072,-73.98582,Entire home/apt,29,1,0.88,327,363,244
Manhattan,West Village,40.73338,-74.00314,Entire home/apt,2,4,0.31,1,0,180
Brooklyn,Park Slope,40.67023,-73.98311,Entire home/apt,1,48,2.38,1,2,250
Manhattan,Harlem,40.82135,-73.95521,Entire home/apt,500,0,,1,362,75
Manhattan,Hell's Kitchen,40.76179,-73.99989,Entire home/apt,20,4,0.3,1,0,142
Brooklyn,Bushwick,40.70677,-73.92043,Private room,3,91,3.5,1,294,65
Manhattan,SoHo,40.72557,-74.0019,Entire home/apt,1,18,3.91,1,248,399
Brooklyn,Bedford-Stuyvesant,40.6834,-73.92035,Private room,2,63,2.53,2,102,69
Brooklyn,Crown Heights,40.67357,-73.95268,Entire home/apt,2,4,0.11,1,0,95
Manhattan,Financial District,40.70863,-74.00541,Entire home/apt,29,0,,327,357,110
Manhattan,Upper West Side,40.78361,-73.97645,Entire home/apt,181,82,1.07,1,188,155
Queens,Rego Park,40.72655,-73.86697,Private room,1,0,,10,112,70
Manhattan,Midtown,40.75803,-73.96224,Entire home/apt,30,0,,2,283,350
Brooklyn,Crown Heights,40.66433,-73.93383,Private room,30,0,,4,354,40
Queens,Elmhurst,40.74085,-73.87682,Private room,1,0,,3,0,180
Manhattan,Washington Heights,40.83963,-73.93512,Entire home/apt,1,12,0.75,1,0,50
Manhattan,East Village,40.72782,-73.98095,Entire home/apt,5,25,0.37,1,13,140
Queens,Ditmars Steinway,40.77272,-73.90757,Private room,7,1,0.04,1,0,60
Brooklyn,Clinton Hill,40.68513,-73.96789,Entire home/apt,3,0,,1,0,95
Manhattan,Lower East Side,40.71968,-73.98453,Private room,1,0,,1,352,120
Manhattan,West Village,40.73957,-74.00241,Entire home/apt,2,4,0.99,1,0,195
Brooklyn,Bedford-Stuyvesant,40.68862,-73.95572,Private room,30,35,3.06,3,365,65
Brooklyn,Bushwick,40.70147,-73.92005,Entire home/apt,5,11,0.27,1,2,120
Brooklyn,Fort Greene,40.68431,-73.97209,Private room,1,9,2.87,1,157,65
Manhattan,Midtown,40.74542,-73.98205,Shared room,1,66,0.89,1,365,80
Brooklyn,Williamsburg,40.71172,-73.9417,Entire home/apt,2,7,0.18,1,4,205
Manhattan,Financial District,40.70618,-74.00385,Private room,15,3,0.1,1,0,75
Brooklyn,Greenpoint,40.72809,-73.94365,Private room,3,2,0.06,3,0,65
Manhattan,Midtown,40.75224,-73.96652,Entire home/apt,3,1,0.21,49,200,737
Brooklyn,Crown Heights,40.67019,-73.93996,Private room,3,0,,1,125,47
Brooklyn,Sunset Park,40.66016,-73.99813,Private room,1,0,,1,0,60
Brooklyn,Williamsburg,40.71619,-73.96126,Private room,3,5,0.36,1,13,80
Brooklyn,Crown Heights,40.66373,-73.93222,Private room,30,1,0.1,2,137,55
Brooklyn,Williamsburg,40.71336,-73.96192,Private room,2,219,2.44,2,277,75
Manhattan,SoHo,40.72047,-74.00049,Entire home/apt,2,6,0.51,1,5,275
Brooklyn,Williamsburg,40.71999,-73.94551,Entire home/apt,1,1,0.02,1,0,125
Brooklyn,Bedford-Stuyvesant,40.69392,-73.94904,Private room,2,11,2.39,4,314,85
Brooklyn,Sheepshead Bay,40.60991,-73.95677,Shared room,1,59,1.26,1,90,48
Brooklyn,Midwood,40.62259,-73.96107,Private room,3,175,4.1,1,49,35
Brooklyn,Coney Island,40.57505,-74.00161,Private room,1,76,2.44,2,163,95
Manhattan,Hell's Kitchen,40.76548,-73.99155,Private room,1,0,,1,0,90
Manhattan,West Village,40.73204,-74.00189,Entire home/apt,3,7,0.08,1,0,315
Brooklyn,Bushwick,40.70636,-73.91935,Entire home/apt,3,1,0.05,1,0,41
Brooklyn,Bedford-Stuyvesant,40.6851,-73.94793,Private room,3,26,0.68,1,0,50
Manhattan,Gramercy,40.73583,-73.98037,Entire home/apt,3,18,3.1,1,70,155
Manhattan,Nolita,40.72143,-73.99427,Private room,3,13,0.29,1,0,70
Queens,Ridgewood,40.70769,-73.89641,Private room,30,1,1.0,23,325,34
Manhattan,Harlem,40.82385,-73.93947,Private room,3,0,,1,70,80
Manhattan,Lower East Side,40.72051,-73.98777,Private room,3,1,0.6,5,270,69
Manhattan,Financial District,40.70399,-74.00908,Entire home/apt,90,0,,232,281,306
Manhattan,Upper East Side,40.77108,-73.95967,Private room,3,10,0.13,2,251,82
Manhattan,Upper West Side,40.77881,-73.97726,Entire home/apt,2,5,0.11,1,0,250
Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911,Entire home/apt,3,218,2.26,4,324,90
Manhattan,Washington Heights,40.85598,-73.93427,Entire home/apt,2,18,0.77,1,0,80
Brooklyn,Fort Greene,40.68677,-73.97791,Entire home/apt,2,0,,1,0,150
